target_variable,status,source_columns,expression,notes,lookup_table,measure
mh_dep_diagnosed,unavailable,,,Not collected.,,
mh_dep_diagnosed_severity,unavailable,,,Not collected.,,
mh_emotsymp_sdq_self,unavailable,,,Not collected.,,
mh_emotsymp_sdq_teacher,unavailable,,,Not collected.,,
mh_totaldiff_sdq_self,unavailable,,,Not collected.,,
mh_totaldiff_sdq_teacher,unavailable,,,Not collected.,,
mh_int_sdq_parent,unavailable,,,Not collected.,,
mh_int_sdq_self,unavailable,,,Not collected.,,
mh_int_sdq_teacher,unavailable,,,Not collected.,,
mh_dep_smfq_self,unavailable,,,Not collected.,,
mh_dep_smfq_parent,unavailable,,,Not collected.,,
mh_dep_cdi_self,unavailable,,,Not collected.,,
mh_dep_cesd_self,unavailable,,,Not collected.,,
mh_dep_phq9_self,unavailable,,,Not collected.,,
mh_dep_rcads_self,unavailable,,,Not collected.,,
mh_dep_dass21_self,unavailable,,,Not collected.,,
mh_dep_scl_self,unavailable,,,Not collected.,,
mh_distress_k6_self,unavailable,,,Not collected.,,
mh_distress_k10_self,unavailable,,,Not collected.,,
mh_anx_masc_self,unavailable,,,Not collected.,,
mh_anx_scas_self,unavailable,,,Not collected.,,
mh_anx_scas_parent,unavailable,,,Not collected.,,
mh_anx_scared_self,unavailable,,,Not collected.,,
mh_anx_scared_parent,unavailable,,,Not collected.,,
mh_anx_gad7_self,compatible,"M_GAD_1, M_GAD_2, M_GAD_3, M_GAD_4, M_GAD_5, M_GAD_6, M_GAD_7","(as.numeric(M_GAD_1) +
  as.numeric(M_GAD_2) +
  as.numeric(M_GAD_3) +
  as.numeric(M_GAD_4) +
  as.numeric(M_GAD_5) +
  as.numeric(M_GAD_6) +
  as.numeric(M_GAD_7)) -
  7","GAD-7, fielded 2020-2024 only. Source codes each item 1-4; sum shifted by -7 to the standard 0-3 per item (total 0-21).",,
mh_anx_rcads_self,unavailable,,,Not collected.,,
mh_anx_dass21_self,unavailable,,,Not collected.,,
mh_anxdep_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_int_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_dep_binary_self,compatible,M_SAD,"recode_values(as.numeric(M_SAD), 1 ~ ""No"", 2 ~ ""Yes"", default = NA_character_)","Felt so sad or hopeless almost every day for 2+ weeks that usual activities stopped; past 12 months, every wave, unchanged wording. CDC YRBS sadness item.",,
mh_dep_self,incompatible,M_SAD,,"Yes/no two-week sad-or-hopeless screen only, no depression scale; mapped to mh_dep_binary_self.",,
mh_dep_measure,unavailable,,,See mh_dep_self.,,
mh_anx_self,compatible,"M_GAD_1, M_GAD_2, M_GAD_3, M_GAD_4, M_GAD_5, M_GAD_6, M_GAD_7","(as.numeric(M_GAD_1) +
  as.numeric(M_GAD_2) +
  as.numeric(M_GAD_3) +
  as.numeric(M_GAD_4) +
  as.numeric(M_GAD_5) +
  as.numeric(M_GAD_6) +
  as.numeric(M_GAD_7)) -
  7",Same as mh_anx_gad7_self.,,
mh_anx_measure,inferred,YEAR,"if_else(YEAR %in% 2020:2024, ""GAD-7, 7 of 7 items, 0-3 item scoring (range 0-21), sum"", NA_character_)",2020-2024 only. Source codes items 1-4; rebased to 0-3 in the score (sum - 7).,,
mh_depanx_diagnosed,unavailable,,,Not collected.,,
mh_stress_self,proximate,M_STR,"recode_values(
  as.numeric(M_STR),
  1 ~ ""A great deal"",
  2 ~ ""A lot"",
  3 ~ ""Some"",
  4 ~ ""A little"",
  5 ~ ""None at all"",
  default = NA_character_
)","'How much stress do you usually feel?' Every wave; 5 options (very much, a lot, a little, not much, not at all) mapped in rank order. Proximate: KYRBS middle anchors (a little, not much) sit one step below Some and A little.",,
mh_lonely_self,compatible,M_LON,"recode_values(
  as.numeric(M_LON),
  1 ~ ""Never"",
  2 ~ ""Rarely"",
  3 ~ ""Sometimes"",
  4 ~ ""Often"",
  5 ~ ""Always"",
  default = NA_character_
)","How often lonely, past 12 months; 2020-2024 only. 5 options, one-to-one.",,
mh_lonely_scale_self,incompatible,M_LON,,"Single loneliness frequency item only (M_LON, 2020-2024), no loneliness scale; mapped to mh_lonely_self.",,
mh_lonely_measure,unavailable,,,See mh_lonely_scale_self.,,
mh_sad_self,incompatible,M_SAD,,Yes/no two-week sad-or-hopeless screen only; mapped to mh_dep_binary_self.,,
mh_worry_self,partial,M_GAD_3,"recode_values(as.numeric(M_GAD_3), 1 ~ ""Never"", 2 ~ ""Sometimes"", 3 ~ ""Often"", 4 ~ ""Always"", default = NA_character_)","2020-2024 only. GAD-7 item 3 (worrying too much about different things), past 2 weeks; GAD-7 crosswalk (not at all, several days, more than half the days, nearly every day = Never, Sometimes, Often, Always), Rarely not emitted. Partial: excessive worry, not feeling very worried; also scored in mh_anx_gad7_self.",,
mh_irritable_self,proximate,M_GAD_6,"recode_values(as.numeric(M_GAD_6), 1 ~ ""Never"", 2 ~ ""Sometimes"", 3 ~ ""Often"", 4 ~ ""Always"", default = NA_character_)","2020-2024 only. GAD-7 item 6 (easily annoyed or irritable), past 2 weeks; GAD-7 crosswalk, Rarely not emitted. Proximate: four levels; also scored in mh_anx_gad7_self.",,
mh_nobodycares_self,unavailable,,,Not collected.,,
mh_lifenotworth_self,incompatible,M_SUI_CON,,Yes/no seriously considered suicide only; mapped to mh_suicide_ideation_self.,,
mh_suicide_ideation_self,compatible,M_SUI_CON,"recode_values(as.numeric(M_SUI_CON), 1 ~ ""No"", 2 ~ ""Yes"", default = NA_character_)","'In the past 12 months, have you seriously considered suicide?' Every wave, 12-month recall.",,
mh_suicide_attempt_self,compatible,"M_SUI_ATT, M_SUI_CON","case_when(
  as.numeric(M_SUI_ATT) == 1 ~ ""No"",
  as.numeric(M_SUI_ATT) == 2 ~ ""Yes"",
  as.numeric(M_SUI_ATT) == 9999 & as.numeric(M_SUI_CON) == 1 ~ ""No"",
  .default = NA_character_
)","'In the past 12 months, have you attempted suicide?' Every wave. In 2008-2010 asked only of those reporting ideation; the 9999 skip is mapped to No where ideation is No.",,
mh_selfharm_self,unavailable,,,Not collected.,,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered.,,
mh_psychsom_measure,unavailable,,,See mh_psychsom_hbscscl_self.,,
mh_somatic_self,unavailable,,,Not collected.,,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,Not collected.,,
wb_mwb_wemwbs,unavailable,,,Not collected.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Cantril ladder not administered; see wb_lifesat_singleitem_self.,,
wb_resil_basc2,unavailable,,,Not collected.,,
wb_psychcomplaints_feellow,unavailable,,,HBSC-SCL not administered; see mh_dep_binary_self.,,
wb_psychcomplaints_irritable,unavailable,,,HBSC-SCL not administered; see mh_irritable_self.,,
wb_psychcomplaints_nervous,unavailable,,,HBSC-SCL not administered; see mh_anx_self.,,
wb_psychcomplaints_diffsleep,unavailable,,,HBSC-SCL not administered; see hlth_sleepprob.,,
wb_bodyimage,compatible,PR_BI,"recode_values(
  as.numeric(PR_BI),
  1 ~ ""Much too thin"",
  2 ~ ""A bit too thin"",
  3 ~ ""About right"",
  4 ~ ""A bit too fat"",
  5 ~ ""Much too fat"",
  default = NA_character_
)","'What do you think of your body shape?' Every wave, 5 options (very thin to very fat), one-to-one with the dataschema.",,
wb_lifesat_slss_self,unavailable,,,Not collected.,,
wb_lifesat_swls_self,unavailable,,,Not collected.,,
wb_lifesat_singleitem_self,incompatible,PR_HD,,Happiness item mapped to wb_happiness_singleitem_self; no life-satisfaction item.,,
wb_happiness_singleitem_self,compatible,PR_HD,"if_else(as.numeric(PR_HD) %in% 1:5, 6 - as.numeric(PR_HD), NA_real_)","2008-2017, 2020 and 2023 only. 'How happy do you usually think you are?' 5 points (very happy, somewhat happy, average, somewhat unhappy, very unhappy), reversed (6 - x) so 5 = very happy.",,
wb_domainsat_schoolwork_self,unavailable,,,Not collected.,,
wb_domainsat_appearance_self,unavailable,,,Not collected.,,
wb_domainsat_family_self,unavailable,,,Not collected.,,
wb_domainsat_friends_self,unavailable,,,Not collected.,,
wb_domainsat_school_self,unavailable,,,Not collected.,,
wb_qol_pedsql_self,unavailable,,,Not collected.,,
wb_qol_pedsql_parent,unavailable,,,Not collected.,,
wb_qol_kidscreen10_self,unavailable,,,Not collected.,,
wb_qol_kidscreen10_parent,unavailable,,,Not collected.,,
wb_selfesteem_rosenberg_self,unavailable,,,Not collected.,,
wb_selfesteem_self,unavailable,,,Not collected.,,
wb_selfesteem_measure,unavailable,,,See wb_selfesteem_self.,,
wb_selfefficacy_gse_self,unavailable,,,Not collected.,,
wb_selfefficacy_self,unavailable,,,Not collected.,,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,Not collected.,,
wb_happiness_shs_self,unavailable,,,Not collected.,,
wb_mwb_swemwbs_self,unavailable,,,SWEMWBS not administered.,,
wb_selfratedhealth_self,proximate,PR_HT,"recode_values(
  as.numeric(PR_HT),
  1 ~ ""Excellent"",
  2 ~ ""Very good"",
  3 ~ ""Good"",
  4 ~ ""Fair"",
  5 ~ ""Poor"",
  default = NA_character_
)","'How do you think your usual health is?' Every wave; 5 points (very healthy / healthy / average / not healthy / very unhealthy) mapped in rank order, so 'average' becomes Good.",,
wb_generalhealth_parent,incompatible,PR_HT,,"Only the student's self-rated health (PR_HT), mapped to wb_selfratedhealth_self; no parent rating.",,
wb_posaffect_self,unavailable,,,Not collected.,,
wb_posaffect_measure,unavailable,,,See wb_posaffect_self.,,
wb_eudaimonic_self,unavailable,,,Not collected.,,
wb_eudaimonic_measure,unavailable,,,See wb_eudaimonic_self.,,
wb_socsupport_family_self,unavailable,,,Not collected.,,
wb_socsupport_friends_self,unavailable,,,Not collected.,,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,partial,"M_SLP_HR, M_SLP_MM, M_WK_HR, M_WK_MM",((as.numeric(M_WK_HR) + as.numeric(M_WK_MM) / 60) - (as.numeric(M_SLP_HR) + as.numeric(M_SLP_MM) / 60)) %% 24,"Every wave (2008-2025). Student self-report: usual weekday bedtime and wake time, past 7 days (24-hour clock); hours = wake - bed, wrapped past midnight. Partial: bed and wake times, not hours asleep. The study sets bedtimes 04:00-20:00 and wake times outside 04:00-09:00 to missing. The 2005-2009 banded weekday sleep-hours item (M_SLP_DR) is not used.",,
hlth_sleep_we,partial,"M_SLP_HR_K, M_SLP_MM_K, M_WK_HR_K, M_WK_MM_K",((as.numeric(M_WK_HR_K) + as.numeric(M_WK_MM_K) / 60) - (as.numeric(M_SLP_HR_K) + as.numeric(M_SLP_MM_K) / 60)) %% 24,"2013-2025 only. Student self-report: usual weekend bedtime and wake time, past 7 days; as hlth_sleep_wd, but the study applies no outlier cleaning to weekend times. Partial: bed and wake times, not hours asleep.",,
hlth_sleep,partial,"M_SLP_HR, M_SLP_MM, M_WK_HR, M_WK_MM, M_SLP_HR_K, M_SLP_MM_K, M_WK_HR_K, M_WK_MM_K","(5 *
  (((as.numeric(M_WK_HR) + as.numeric(M_WK_MM) / 60) - (as.numeric(M_SLP_HR) + as.numeric(M_SLP_MM) / 60)) %% 24) +
  2 *
    (((as.numeric(M_WK_HR_K) + as.numeric(M_WK_MM_K) / 60) - (as.numeric(M_SLP_HR_K) + as.numeric(M_SLP_MM_K) / 60)) %%
      24)) /
  7",2013-2025 only. Student self-report: (5 x hlth_sleep_wd + 2 x hlth_sleep_we) / 7; partial as bed and wake times.,,
hlth_sleepprob,incompatible,M_SLP_EN,,"Single item only (sleep enough to recover from fatigue, past 7 days); no sleep-problems scale; mapped nowhere.",,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
